color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,403.0,106.0,395.0,393.0,451.0,168368427.0,Action|Adventure,330784,2023,1.0,1243.0,English,UK,PG-13,200000000.0,2008.0,412.0,6.7,2.35,0
Color,313.0,151.0,563.0,1000.0,40000.0,423032628.0,Action|Adventure|Fantasy,522040,48486,2.0,1832.0,English,USA,PG-13,225000000.0,2006.0,5000.0,7.3,2.35,5000
Color,450.0,150.0,563.0,1000.0,40000.0,89289910.0,Action|Adventure|Western,181792,45757,1.0,711.0,English,USA,PG-13,215000000.0,2013.0,2000.0,6.5,2.35,48000
Color,733.0,143.0,0.0,748.0,15000.0,291021565.0,Action|Adventure|Fantasy|Sci-Fi,548573,20495,0.0,2536.0,English,USA,PG-13,225000000.0,2013.0,3000.0,7.2,2.35,118000
Color,258.0,150.0,80.0,201.0,22000.0,141614023.0,Action|Adventure|Family|Fantasy,149922,22697,4.0,438.0,English,USA,PG,225000000.0,2008.0,216.0,6.6,2.35,0
Color,703.0,173.0,0.0,19000.0,26000.0,623279547.0,Action|Adventure|Sci-Fi,995415,87697,3.0,1722.0,English,USA,PG-13,220000000.0,2012.0,21000.0,8.1,1.85,123000
Color,448.0,136.0,252.0,1000.0,40000.0,241063875.0,Action|Adventure|Fantasy,370704,54083,4.0,484.0,English,USA,PG-13,250000000.0,2011.0,11000.0,6.7,2.35,58000
Color,451.0,106.0,188.0,718.0,10000.0,179020854.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,268154,12572,1.0,341.0,English,USA,PG-13,225000000.0,2012.0,816.0,6.8,1.85,40000
Color,422.0,164.0,0.0,773.0,5000.0,255108370.0,Adventure|Fantasy,354228,9152,0.0,802.0,English,New Zealand,PG-13,250000000.0,2014.0,972.0,7.5,2.35,65000
Color,599.0,153.0,464.0,963.0,15000.0,262030663.0,Action|Adventure|Fantasy,451803,28489,0.0,1225.0,English,USA,PG-13,230000000.0,2012.0,10000.0,7.0,2.35,56000
Color,343.0,156.0,0.0,738.0,891.0,105219735.0,Action|Adventure|Drama|History,211765,3244,0.0,546.0,English,USA,PG-13,200000000.0,2010.0,882.0,6.7,2.35,17000
Color,509.0,186.0,0.0,773.0,5000.0,258355354.0,Adventure|Fantasy,483540,9152,6.0,951.0,English,USA,PG-13,225000000.0,2013.0,972.0,7.9,2.35,83000
Color,251.0,113.0,129.0,1000.0,16000.0,70083519.0,Adventure|Family|Fantasy,149019,24106,2.0,666.0,English,USA,PG-13,180000000.0,2007.0,6000.0,6.1,2.35,0
Color,446.0,201.0,0.0,84.0,6000.0,218051260.0,Action|Adventure|Drama|Romance,316018,7123,0.0,2618.0,English,New Zealand,PG-13,207000000.0,2005.0,919.0,7.2,2.35,0
Color,315.0,194.0,0.0,794.0,29000.0,658672302.0,Drama|Romance,793059,45223,0.0,2528.0,English,USA,PG-13,200000000.0,1997.0,14000.0,7.7,2.35,26000
Color,516.0,147.0,94.0,11000.0,21000.0,407197282.0,Action|Adventure|Sci-Fi,272670,64798,0.0,1022.0,English,USA,PG-13,250000000.0,2016.0,19000.0,8.2,2.35,72000
Color,377.0,131.0,532.0,627.0,14000.0,65173160.0,Action|Adventure|Sci-Fi|Thriller,202382,26679,0.0,751.0,English,USA,PG-13,209000000.0,2012.0,10000.0,5.9,2.35,44000
Color,644.0,124.0,365.0,1000.0,3000.0,652177271.0,Action|Adventure|Sci-Fi|Thriller,418214,8458,0.0,1290.0,English,USA,PG-13,150000000.0,2015.0,2000.0,7.0,2.0,150000
Color,750.0,143.0,0.0,393.0,883.0,304360277.0,Action|Adventure|Thriller,522030,2039,0.0,1498.0,English,UK,PG-13,200000000.0,2012.0,563.0,7.8,2.35,80000
Color,300.0,135.0,0.0,4000.0,24000.0,373377893.0,Action|Adventure|Fantasy|Romance,411164,43388,1.0,1303.0,English,USA,PG-13,200000000.0,2004.0,11000.0,7.3,2.35,0
Color,608.0,195.0,1000.0,3000.0,21000.0,408992272.0,Action|Adventure|Sci-Fi,557489,30426,3.0,1187.0,English,USA,PG-13,200000000.0,2013.0,4000.0,7.2,2.35,95000
Color,451.0,108.0,13000.0,11000.0,40000.0,334185206.0,Adventure|Family|Fantasy,306320,79957,0.0,736.0,English,USA,PG,200000000.0,2010.0,25000.0,6.5,1.85,24000
Color,334.0,104.0,420.0,560.0,20000.0,234360014.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,383427,21714,0.0,1912.0,English,Canada,PG-13,210000000.0,2006.0,808.0,6.8,2.35,0
Color,376.0,104.0,37.0,760.0,12000.0,268488329.0,Adventure|Animation|Comedy|Family|Fantasy,235025,14863,0.0,265.0,English,USA,G,200000000.0,2013.0,779.0,7.3,1.85,44000
Color,366.0,150.0,0.0,464.0,894.0,402076689.0,Action|Adventure|Sci-Fi,323207,3218,0.0,1439.0,English,USA,PG-13,200000000.0,2009.0,581.0,6.0,2.35,0
Color,378.0,165.0,0.0,808.0,974.0,245428137.0,Action|Adventure|Sci-Fi,242420,3988,2.0,918.0,English,USA,PG-13,210000000.0,2014.0,956.0,5.7,2.35,56000
Color,525.0,130.0,0.0,11000.0,44000.0,234903076.0,Adventure|Family|Fantasy,175409,73441,4.0,511.0,English,USA,PG,215000000.0,2013.0,15000.0,6.4,2.35,60000
Color,495.0,142.0,464.0,825.0,15000.0,202853933.0,Action|Adventure|Fantasy|Sci-Fi,321227,28631,0.0,1067.0,English,USA,PG-13,200000000.0,2014.0,10000.0,6.7,2.35,41000
Color,469.0,125.0,364.0,1000.0,12000.0,172051787.0,Action|Adventure|Sci-Fi,264183,25550,0.0,665.0,English,USA,PG,170000000.0,2010.0,10000.0,6.8,2.35,30000
Color,304.0,106.0,487.0,776.0,1000.0,191450875.0,Adventure|Animation|Comedy|Family|Sport,101178,4482,0.0,283.0,English,USA,G,200000000.0,2011.0,919.0,6.3,2.35,10000
Color,436.0,123.0,258.0,326.0,16000.0,116593191.0,Action|Adventure|Sci-Fi,223393,17657,2.0,550.0,English,USA,PG-13,200000000.0,2011.0,368.0,5.6,2.35,24000
Color,453.0,103.0,125.0,721.0,15000.0,414984497.0,Adventure|Animation|Comedy|Family|Fantasy,544884,19085,3.0,733.0,English,USA,G,200000000.0,2010.0,1000.0,8.3,1.85,30000
Color,422.0,118.0,368.0,988.0,23000.0,125320003.0,Action|Adventure|Sci-Fi,286095,27468,0.0,974.0,English,USA,PG-13,200000000.0,2009.0,3000.0,6.6,2.35,0
Color,424.0,140.0,0.0,14000.0,26000.0,350034110.0,Action|Crime|Thriller,278232,79150,0.0,657.0,English,USA,PG-13,190000000.0,2015.0,23000.0,7.2,2.35,94000
Color,654.0,123.0,395.0,1000.0,17000.0,202351611.0,Action|Adventure|Horror|Sci-Fi|Thriller,465019,32392,0.0,995.0,English,USA,PG-13,190000000.0,2013.0,11000.0,7.0,2.35,129000
Color,539.0,149.0,0.0,20000.0,34000.0,233914986.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,514125,91434,7.0,752.0,English,USA,PG-13,200000000.0,2014.0,22000.0,8.0,2.35,82000
Color,590.0,132.0,14000.0,928.0,19000.0,228756232.0,Action|Adventure|Sci-Fi,395573,21411,0.0,1171.0,English,USA,PG-13,190000000.0,2013.0,981.0,7.8,2.35,92000
Color,338.0,114.0,0.0,140.0,979.0,65171860.0,Adventure|Fantasy,106416,1766,1.0,205.0,English,USA,PG-13,195000000.0,2013.0,557.0,6.3,2.35,22000
Color,490.0,143.0,1000.0,77.0,29000.0,144812796.0,Drama|Romance,362912,29770,4.0,753.0,English,Australia,PG-13,105000000.0,2013.0,509.0,7.3,2.35,115000
Color,306.0,116.0,179.0,236.0,15000.0,90755643.0,Action|Adventure|Fantasy|Romance,222403,16149,2.0,453.0,English,USA,PG-13,200000000.0,2010.0,567.0,6.6,2.35,23000
Color,575.0,131.0,0.0,919.0,16000.0,101785482.0,Action|Adventure|Sci-Fi,381148,19166,0.0,1106.0,English,USA,PG-13,190000000.0,2013.0,968.0,7.0,1.85,83000
Color,428.0,154.0,0.0,581.0,894.0,352358779.0,Action|Adventure|Sci-Fi,326180,2593,2.0,899.0,English,USA,PG-13,195000000.0,2011.0,829.0,6.3,2.35,46000
Color,470.0,122.0,14000.0,1000.0,11000.0,317011114.0,Action|Adventure|Fantasy,333847,14959,2.0,2054.0,English,USA,PG-13,185000000.0,2008.0,1000.0,6.2,2.35,5000
Color,298.0,93.0,113.0,113.0,275.0,123070338.0,Adventure|Animation|Comedy|Family|Fantasy,62836,696,0.0,345.0,English,USA,PG,,2015.0,150.0,6.8,2.35,20000
Color,488.0,93.0,56.0,838.0,2000.0,237282182.0,Adventure|Animation|Comedy|Family|Fantasy,273556,5005,0.0,428.0,English,USA,PG,185000000.0,2012.0,1000.0,7.2,2.35,39000
Color,322.0,122.0,681.0,105.0,998.0,130468626.0,Action|Adventure|Sci-Fi|Thriller,53607,1327,4.0,432.0,English,USA,PG-13,185000000.0,2016.0,119.0,7.5,2.35,30000
Color,421.0,98.0,475.0,522.0,1000.0,223806889.0,Adventure|Animation|Family|Sci-Fi,718837,2975,0.0,1043.0,English,USA,G,180000000.0,2008.0,729.0,8.4,2.35,16000
Color,162.0,91.0,420.0,173.0,268.0,140080850.0,Action|Comedy|Crime|Thriller,121084,1125,2.0,221.0,English,USA,PG-13,140000000.0,2007.0,268.0,6.2,2.35,0
Color,367.0,158.0,776.0,310.0,1000.0,166112167.0,Action|Adventure|Sci-Fi,283418,2144,0.0,1055.0,English,USA,PG-13,200000000.0,2009.0,468.0,5.8,2.35,13000
Color,240.0,96.0,0.0,10000.0,18000.0,137850096.0,Animation|Drama|Family|Fantasy,72809,48878,0.0,249.0,English,USA,PG,200000000.0,2009.0,14000.0,6.8,2.35,0
Color,384.0,127.0,0.0,13000.0,17000.0,47375327.0,Action|Adventure|Sci-Fi,139593,47334,1.0,720.0,English,USA,PG-13,176000000.0,2015.0,15000.0,5.4,2.35,44000
Color,248.0,110.0,282.0,103.0,11000.0,124051759.0,Action|Adventure|Drama|Romance,42372,21175,2.0,239.0,English,USA,PG-13,180000000.0,2016.0,10000.0,6.6,2.35,29000
Color,284.0,150.0,80.0,82.0,1000.0,291709845.0,Adventure|Family|Fantasy,286506,1317,5.0,1463.0,English,USA,PG,180000000.0,2005.0,190.0,6.9,2.35,0
Color,396.0,144.0,0.0,1000.0,34000.0,154985087.0,Action|Adventure|Sci-Fi,148379,49684,6.0,622.0,English,USA,PG-13,178000000.0,2016.0,13000.0,7.3,2.35,54000
Color,645.0,152.0,22000.0,11000.0,23000.0,533316061.0,Action|Crime|Drama|Thriller,1676169,57802,0.0,4667.0,English,USA,PG-13,185000000.0,2008.0,13000.0,9.0,2.35,37000
Color,408.0,96.0,0.0,262.0,1000.0,292979556.0,Adventure|Animation|Comedy|Family,665575,2635,1.0,704.0,English,USA,PG,175000000.0,2009.0,848.0,8.3,1.85,27000
Color,219.0,94.0,11.0,459.0,1000.0,198332128.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,114553,2579,2.0,187.0,English,USA,PG,175000000.0,2009.0,973.0,6.5,2.35,0
Color,486.0,126.0,4000.0,4000.0,21000.0,318298180.0,Action|Adventure|Sci-Fi,696338,39252,3.0,1055.0,English,USA,PG-13,140000000.0,2008.0,12000.0,7.9,2.35,10000
Color,682.0,126.0,17000.0,1000.0,17000.0,73820094.0,Adventure|Drama|Family|Mystery,245333,36017,0.0,678.0,English,USA,PG,170000000.0,2011.0,16000.0,7.5,1.85,42000
Color,85.0,106.0,188.0,582.0,10000.0,113745408.0,Action|Comedy|Sci-Fi|Western,129601,15870,2.0,648.0,English,USA,PG-13,170000000.0,1999.0,4000.0,4.8,1.85,0
Color,264.0,112.0,357.0,595.0,5000.0,102176165.0,Action|Adventure|Fantasy|Horror|Thriller,117927,9131,2.0,501.0,English,USA,PG-13,145000000.0,2008.0,3000.0,5.2,2.35,0
Color,418.0,123.0,452.0,329.0,10000.0,161087183.0,Action|Adventure|Comedy|Sci-Fi,118992,11287,8.0,971.0,English,USA,PG-13,175000000.0,2016.0,336.0,6.9,2.35,80000
Color,186.0,96.0,293.0,7000.0,87000.0,100289690.0,Comedy|Family|Fantasy,115099,108016,0.0,257.0,English,USA,PG,175000000.0,2007.0,11000.0,5.4,2.35,2000
Color,585.0,113.0,218.0,509.0,10000.0,100189501.0,Action|Adventure|Sci-Fi,431620,12652,1.0,741.0,English,USA,PG-13,178000000.0,2014.0,854.0,7.9,2.35,77000
Color,91.0,176.0,58.0,60.0,711.0,88246220.0,Action|Adventure|Sci-Fi|Thriller,144337,1004,0.0,309.0,English,USA,PG-13,175000000.0,1995.0,60.0,6.1,1.85,0
Color,250.0,118.0,208.0,570.0,23000.0,150167630.0,Action|Adventure|Sci-Fi|Thriller,174578,26683,4.0,534.0,English,USA,PG-13,175000000.0,2009.0,2000.0,5.8,2.35,0
Color,536.0,95.0,0.0,384.0,1000.0,356454367.0,Adventure|Animation|Comedy|Drama|Family|Fantasy,345198,2944,1.0,773.0,English,USA,PG,175000000.0,2015.0,767.0,8.3,1.85,118000
Color,370.0,106.0,4000.0,591.0,19000.0,362645141.0,Adventure|Drama|Family|Fantasy,106072,32921,0.0,398.0,English,UK,PG,175000000.0,2016.0,13000.0,7.8,1.85,65000
Color,453.0,124.0,4000.0,4000.0,21000.0,312057433.0,Action|Adventure|Sci-Fi,522371,48638,4.0,723.0,English,USA,PG-13,200000000.0,2010.0,19000.0,7.0,2.35,18000
Color,416.0,132.0,274.0,11000.0,26000.0,155111815.0,Action|Adventure|Drama|Fantasy,228554,72881,0.0,710.0,English,USA,PG-13,170000000.0,2012.0,17000.0,6.1,2.35,53000
Color,401.0,97.0,171.0,846.0,11000.0,241407328.0,Action|Adventure|Family|Fantasy|Romance,252257,15516,2.0,634.0,English,USA,PG,180000000.0,2014.0,2000.0,7.0,2.35,89000
Color,521.0,130.0,198.0,884.0,10000.0,208543795.0,Action|Adventure|Drama|Sci-Fi,317542,14363,0.0,620.0,English,USA,PG-13,170000000.0,2014.0,2000.0,7.6,1.85,45000
Color,10.0,109.0,596.0,283.0,622.0,,Action|Adventure|Romance|Sci-Fi,2138,1982,3.0,15.0,English,Belgium,R,,2015.0,525.0,4.5,,677
Color,218.0,128.0,47.0,982.0,18000.0,38297305.0,Action|Adventure|Drama|Fantasy,116994,20965,2.0,324.0,English,USA,PG-13,175000000.0,2013.0,1000.0,6.3,2.35,35000
Color,576.0,136.0,94.0,2000.0,19000.0,259746958.0,Action|Adventure|Sci-Fi,496749,36188,1.0,742.0,English,USA,PG-13,170000000.0,2014.0,11000.0,7.8,2.35,55000
Color,226.0,93.0,31.0,213.0,4000.0,238371987.0,Adventure|Animation|Comedy|Family|Fantasy,138661,4628,2.0,173.0,English,USA,PG,165000000.0,2010.0,225.0,6.4,2.35,0
Color,443.0,130.0,663.0,604.0,2000.0,93417865.0,Action|Adventure|Family|Mystery|Sci-Fi,128306,5046,2.0,497.0,English,USA,PG,190000000.0,2015.0,638.0,6.5,2.2,37000
Color,384.0,102.0,38.0,562.0,756.0,222487711.0,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,279093,2963,0.0,433.0,English,USA,PG,165000000.0,2014.0,719.0,7.9,2.39,41000
Color,377.0,101.0,66.0,833.0,975.0,189412677.0,Adventure|Animation|Comedy|Family|Sci-Fi,272534,4451,1.0,345.0,English,USA,PG,165000000.0,2012.0,931.0,7.8,2.35,40000
Color,188.0,100.0,0.0,267.0,15000.0,665426.0,Adventure|Animation|Family|Fantasy,120798,16264,0.0,444.0,English,USA,G,165000000.0,2004.0,726.0,6.6,2.35,10000
Color,286.0,120.0,776.0,535.0,890.0,102315545.0,Action|Adventure|Sci-Fi,58137,3233,0.0,520.0,English,USA,PG-13,165000000.0,2016.0,812.0,5.5,2.35,67000
Color,288.0,98.0,255.0,759.0,18000.0,217387997.0,Adventure|Animation|Family|Fantasy,485430,20453,0.0,492.0,English,USA,PG,165000000.0,2010.0,953.0,8.2,2.35,33000
Color,280.0,109.0,84.0,191.0,648.0,150350192.0,Action|Sci-Fi,305340,1769,0.0,1676.0,English,USA,R,200000000.0,2003.0,284.0,6.4,2.35,0
Color,653.0,121.0,571.0,3000.0,14000.0,333130696.0,Action|Adventure|Sci-Fi,682155,32438,3.0,1097.0,English,USA,PG-13,170000000.0,2014.0,14000.0,8.1,2.35,96000
Color,712.0,169.0,22000.0,6000.0,11000.0,187991439.0,Adventure|Drama|Sci-Fi,928227,31488,1.0,2725.0,English,USA,PG-13,165000000.0,2014.0,11000.0,8.6,2.35,349000
Color,642.0,148.0,22000.0,23000.0,29000.0,292568851.0,Action|Adventure|Sci-Fi|Thriller,1468200,81115,0.0,2803.0,English,USA,PG-13,160000000.0,2010.0,27000.0,8.8,2.35,175000
Color,1.0,120.0,28.0,12.0,544.0,,Action|Adventure|Drama|Horror|Sci-Fi,374,699,0.0,13.0,Japanese,Japan,,,2016.0,106.0,8.2,2.35,0
Color,645.0,182.0,0.0,773.0,5000.0,303001229.0,Adventure|Fantasy,637246,9152,,1367.0,English,USA,PG-13,180000000.0,2012.0,972.0,7.9,2.35,166000
Color,187.0,106.0,357.0,4000.0,23000.0,144512310.0,Action|Crime|Thriller,272223,45327,2.0,988.0,English,USA,PG-13,38000000.0,2001.0,14000.0,6.7,2.35,14000
Color,362.0,166.0,21000.0,919.0,11000.0,127490802.0,Drama|Fantasy|Romance,459346,13333,2.0,822.0,English,USA,PG-13,150000000.0,2008.0,1000.0,7.8,2.35,23000
Color,500.0,132.0,905.0,1000.0,34000.0,146405371.0,Action|Adventure|Sci-Fi,518537,50983,3.0,698.0,English,USA,PG-13,160000000.0,2011.0,13000.0,7.8,2.35,54000
Color,389.0,137.0,508.0,14000.0,34000.0,281666058.0,Adventure|Sci-Fi,166137,81385,1.0,383.0,English,USA,PG-13,160000000.0,2015.0,22000.0,6.6,2.35,38000
Color,235.0,109.0,226.0,370.0,12000.0,63143812.0,Action|Adventure|Family|Fantasy,124185,13388,0.0,238.0,English,USA,PG,150000000.0,2010.0,418.0,6.1,2.35,11000
Color,231.0,98.0,249.0,702.0,87000.0,60655503.0,Action|Adventure|Drama|Thriller,82380,92456,0.0,629.0,English,USA,PG-13,160000000.0,2006.0,2000.0,5.6,2.35,0
Color,218.0,113.0,33.0,11000.0,40000.0,76846624.0,Adventure|Family|Fantasy,21352,80806,1.0,131.0,English,USA,PG,170000000.0,2016.0,25000.0,6.4,1.85,30000
Color,227.0,93.0,50.0,692.0,3000.0,320706665.0,Adventure|Animation|Comedy|Family|Fantasy,211971,4705,2.0,326.0,English,USA,PG,160000000.0,2007.0,795.0,6.1,1.85,0
Color,275.0,123.0,0.0,648.0,3000.0,46978995.0,Action|Adventure|Fantasy,111609,5505,0.0,781.0,English,USA,PG-13,160000000.0,2016.0,716.0,7.3,2.35,89000
Color,474.0,126.0,230.0,2000.0,24000.0,89732035.0,Action|Adventure|Sci-Fi,188457,38873,2.0,867.0,English,USA,PG-13,155000000.0,2015.0,10000.0,6.6,2.35,82000
Color,228.0,113.0,150.0,59.0,531.0,104383624.0,Adventure|Family|Fantasy,106446,764,4.0,227.0,English,USA,PG,155000000.0,2010.0,82.0,6.3,1.78,11000
 Black and White,191.0,184.0,0.0,691.0,3000.0,198539855.0,Action|Drama|History|Romance|War,254111,5401,0.0,1999.0,English,USA,PG-13,140000000.0,2001.0,961.0,6.1,2.35,0
Color,396.0,144.0,0.0,581.0,662.0,318759914.0,Action|Adventure|Sci-Fi,513158,2333,0.0,1782.0,English,USA,PG-13,150000000.0,2007.0,599.0,7.1,2.35,8000
Color,248.0,206.0,0.0,591.0,12000.0,34293771.0,Action|Adventure|Biography|Drama|History|Romance|War,138863,24598,3.0,1390.0,English,Germany,R,155000000.0,2004.0,11000.0,5.5,2.35,0
Color,329.0,138.0,282.0,687.0,21000.0,292000866.0,Adventure|Family|Fantasy|Mystery,355137,33433,3.0,1108.0,English,UK,PG-13,150000000.0,2007.0,11000.0,7.5,2.35,0
Color,295.0,157.0,179.0,10000.0,21000.0,289994397.0,Adventure|Family|Fantasy|Mystery,385670,53413,1.0,1896.0,English,UK,PG-13,150000000.0,2005.0,11000.0,7.6,2.35,0
Color,318.0,102.0,532.0,979.0,10000.0,227946274.0,Action|Drama,343648,21584,0.0,590.0,English,USA,PG-13,150000000.0,2008.0,9000.0,6.4,2.35,0
Color,323.0,104.0,508.0,558.0,10000.0,256386216.0,Drama|Horror|Sci-Fi,530870,13076,0.0,1413.0,English,USA,PG-13,150000000.0,2007.0,1000.0,7.2,2.35,11000
Color,276.0,115.0,13000.0,588.0,40000.0,206456431.0,Adventure|Comedy|Family|Fantasy,320284,57844,3.0,1361.0,English,USA,PG,150000000.0,2005.0,16000.0,6.7,1.85,0
Color,318.0,111.0,663.0,954.0,1000.0,206435493.0,Animation|Comedy|Family|Fantasy,473887,4764,0.0,626.0,English,USA,G,150000000.0,2007.0,1000.0,8.0,2.35,10000
Color,478.0,128.0,22000.0,11000.0,23000.0,205343774.0,Action|Adventure,980946,59558,0.0,2685.0,English,USA,PG-13,150000000.0,2005.0,14000.0,8.3,2.35,15000
Color,167.0,89.0,35.0,436.0,1000.0,179982968.0,Action|Adventure|Animation|Comedy|Family,146019,3285,0.0,119.0,English,USA,PG,150000000.0,2008.0,851.0,6.7,1.85,0
Color,185.0,105.0,189.0,1000.0,49000.0,177243721.0,Adventure|Comedy|Family|Fantasy,130272,54039,2.0,209.0,English,USA,PG,150000000.0,2009.0,3000.0,5.9,2.35,2000
Color,350.0,119.0,151.0,2000.0,20000.0,179883016.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,361924,40054,0.0,641.0,English,USA,PG-13,150000000.0,2009.0,16000.0,6.7,2.35,0
Color,245.0,129.0,0.0,233.0,309.0,139259759.0,Action|Sci-Fi,364948,1062,0.0,2121.0,English,Australia,R,150000000.0,2003.0,269.0,6.7,2.35,0
Color,406.0,102.0,69.0,490.0,1000.0,400736600.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,421658,2582,0.0,904.0,English,USA,PG,150000000.0,2013.0,523.0,7.6,2.24,58000
Color,275.0,138.0,0.0,30.0,234.0,281492479.0,Action|Sci-Fi,421818,534,0.0,2789.0,English,USA,R,150000000.0,2003.0,198.0,7.2,2.35,0
Color,486.0,112.0,230.0,12000.0,26000.0,206360018.0,Action|Adventure|Fantasy,414070,59803,3.0,532.0,English,USA,PG-13,170000000.0,2013.0,20000.0,7.1,2.35,63000
Color,739.0,120.0,750.0,943.0,27000.0,153629485.0,Action|Adventure|Sci-Fi|Thriller,552503,40025,0.0,1588.0,English,Australia,R,150000000.0,2015.0,9000.0,8.1,2.35,191000
Color,298.0,146.0,2000.0,294.0,15000.0,133375846.0,Mystery|Thriller,207839,16948,2.0,435.0,English,USA,PG-13,150000000.0,2009.0,745.0,6.7,2.35,0
Color,516.0,115.0,0.0,12000.0,26000.0,181015141.0,Action|Adventure|Fantasy,536314,60059,1.0,738.0,English,USA,PG-13,150000000.0,2011.0,20000.0,7.0,2.35,63000
Color,225.0,96.0,59.0,699.0,17000.0,114053579.0,Adventure|Animation|Comedy|Drama|Family,146766,20007,0.0,178.0,English,USA,PG,150000000.0,2008.0,759.0,6.9,1.85,0
Color,145.0,88.0,12.0,182.0,730.0,119420252.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,33042,2217,0.0,90.0,English,USA,PG,150000000.0,2009.0,607.0,5.1,2.35,0
Color,310.0,99.0,473.0,502.0,14000.0,83640426.0,Action|Adventure|Fantasy,152826,16184,0.0,253.0,English,USA,PG-13,150000000.0,2012.0,897.0,5.8,1.85,19000
Color,526.0,113.0,13000.0,16000.0,40000.0,79711678.0,Comedy|Fantasy|Horror,199039,80849,7.0,479.0,English,USA,PG-13,100000000.0,2012.0,17000.0,6.2,1.85,82000
Color,465.0,131.0,188.0,641.0,10000.0,195000874.0,Action|Adventure|Thriller,232187,21840,0.0,440.0,English,China,PG-13,150000000.0,2015.0,10000.0,7.4,2.35,47000
Color,357.0,119.0,394.0,162.0,12000.0,61937495.0,Drama|Fantasy|Horror|Thriller,89442,13071,0.0,432.0,English,USA,R,150000000.0,2010.0,490.0,5.8,1.85,0
Color,248.0,110.0,282.0,103.0,11000.0,124051759.0,Action|Adventure|Drama|Romance,42372,21175,2.0,239.0,English,USA,PG-13,180000000.0,2016.0,10000.0,6.6,2.35,29000
Color,194.0,91.0,58.0,826.0,2000.0,126597121.0,Adventure|Animation|Comedy|Family,105902,6576,0.0,206.0,English,USA,PG,150000000.0,2007.0,852.0,6.2,1.85,0
Color,284.0,90.0,90.0,15.0,11000.0,165230261.0,Action|Adventure|Animation|Comedy|Family,182718,21015,0.0,209.0,English,USA,PG,150000000.0,2011.0,10000.0,7.3,2.35,20000
Color,280.0,103.0,0.0,346.0,1000.0,131564731.0,Action|Adventure|Family|Fantasy,118951,2857,0.0,1382.0,English,USA,PG,150000000.0,2010.0,756.0,4.2,2.35,18000
